node_id,tgn_memory,gt_embedding,scn_embedding
1720,"[ 0.07781835 -0.10733601 -0.0266343   0.17573361 -0.01608281 -0.04116663
 -0.16928902  0.01055482]","[ 1.191024   -0.9906085   0.12781352  1.4068096  -0.41399089 -0.02953442
 -1.7855704   0.4940575 ]","[-0.31309733 -0.17360872 -0.07409669 -0.52675235 -1.55258     0.09799373
 -0.20602739 -0.71420634]"
1721,"[ 0.07781702 -0.10734155 -0.02663084  0.17573221 -0.01607994 -0.04117535
 -0.16928707  0.01055914]","[ 1.1910225  -0.9906557   0.12785769  1.4067875  -0.413955   -0.02959057
 -1.7855579   0.49409145]","[-0.31309533 -0.17361    -0.07409771 -0.52675354 -1.5525804   0.09799226
 -0.20602779 -0.71420664]"
1722,"[ 0.07783955 -0.10731414 -0.02665946  0.175733   -0.01606623 -0.04115021
 -0.16930526  0.01054172]","[ 1.1911261  -0.99039304  0.12753369  1.4068146  -0.41387755 -0.02942762
 -1.7857025   0.49392626]","[-0.31310365 -0.17360264 -0.07409124 -0.52675116 -1.552578    0.09800157
 -0.2060274  -0.7142016 ]"
1723,"[ 0.0779523  -0.10713495 -0.02674256  0.17566328 -0.01599787 -0.04108692
 -0.1692991   0.01056944]","[ 1.1918253  -0.98921734  0.12637348  1.4063406  -0.4136262  -0.02945543
 -1.7863503   0.49410984]","[-0.31312445 -0.1735847  -0.07407062 -0.5267546  -1.5525718   0.09802158
 -0.20602874 -0.71417755]"
1724,"[ 0.0777907  -0.10737619 -0.02659313  0.17572694 -0.016092   -0.041215
 -0.16926098  0.01058761]","[ 1.1909134  -0.9910023   0.12828167  1.4067096  -0.41400716 -0.02986442
 -1.7853805   0.49435008]","[-0.31308347 -0.1736201  -0.07410632 -0.52675784 -1.5525835   0.09797911
 -0.20602894 -0.7142124 ]"
1725,"[ 0.07783456 -0.10732276 -0.02665627  0.17573673 -0.01606899 -0.04115287
 -0.16930647  0.01053955]","[ 1.1910937  -0.99044573  0.12758192  1.4068402  -0.41388434 -0.02942103
 -1.7856742   0.49390954]","[-0.31310278 -0.17360327 -0.07409211 -0.526751   -1.5525782   0.09800091
 -0.20602734 -0.71420276]"
1726,"[ 0.07783461 -0.10732202 -0.0266561   0.17573638 -0.01606936 -0.04115249
 -0.16930595  0.01053994]","[ 1.1910945  -0.9904428   0.12758188  1.4068384  -0.41388944 -0.02942151
 -1.7856745   0.4939135 ]","[-0.31310278 -0.17360333 -0.07409211 -0.5267509  -1.5525781   0.09800087
 -0.20602733 -0.7142027 ]"
1727,"[ 0.0778344  -0.10732301 -0.02665612  0.17573681 -0.01606912 -0.04115296
 -0.16930647  0.01053953]","[ 1.1910927  -0.99044746  0.12758386  1.4068408  -0.41388503 -0.029421
 -1.7856733   0.49390945]","[-0.31310272 -0.1736033  -0.07409216 -0.5267509  -1.5525781   0.0980009
 -0.20602733 -0.71420276]"
1728,"[ 0.07783441 -0.10732301 -0.02665613  0.17573683 -0.0160691  -0.04115298
 -0.16930649  0.01053952]","[ 1.1910926  -0.9904474   0.12758379  1.4068408  -0.41388476 -0.02942108
 -1.7856731   0.4939093 ]","[-0.31310272 -0.1736033  -0.07409216 -0.5267509  -1.5525781   0.0980009
 -0.20602733 -0.71420276]"
1729,"[ 0.07783451 -0.10732285 -0.02665621  0.17573676 -0.01606902 -0.04115292
 -0.16930647  0.01053955]","[ 1.1910933  -0.9904462   0.12758268  1.4068403  -0.41388437 -0.02942125
 -1.7856739   0.4939095 ]","[-0.31310278 -0.17360327 -0.07409213 -0.526751   -1.5525782   0.09800085
 -0.20602736 -0.71420276]"
1730,"[ 0.07783449 -0.10732287 -0.0266562   0.17573677 -0.01606905 -0.04115291
 -0.16930649  0.01053953]","[ 1.1910932  -0.9904463   0.12758288  1.4068406  -0.4138847  -0.0294209
 -1.785674    0.49390936]","[-0.31310272 -0.1736033  -0.07409216 -0.5267509  -1.5525781   0.0980009
 -0.20602733 -0.7142027 ]"
1731,"[ 0.07783446 -0.10732294 -0.02665618  0.1757368  -0.01606907 -0.04115293
 -0.16930649  0.01053952]","[ 1.191093   -0.9904467   0.12758322  1.4068408  -0.41388473 -0.029421
 -1.7856735   0.49390936]","[-0.31310272 -0.1736033  -0.07409216 -0.5267509  -1.5525781   0.0980009
 -0.20602733 -0.7142027 ]"
1732,"[ 0.07783441 -0.10732301 -0.02665615  0.17573683 -0.0160691  -0.04115297
 -0.16930646  0.01053952]","[ 1.1910927  -0.9904474   0.12758368  1.4068408  -0.41388473 -0.02942099
 -1.7856731   0.49390936]","[-0.31310272 -0.1736033  -0.07409216 -0.5267509  -1.5525781   0.0980009
 -0.20602733 -0.71420276]"
1733,"[ 0.07783442 -0.10732296 -0.02665611  0.17573676 -0.01606907 -0.04115302
 -0.1693064   0.01053961]","[ 1.1910928  -0.99044746  0.1275839   1.4068403  -0.4138847  -0.02942184
 -1.7856734   0.4939102 ]","[-0.3131027  -0.17360333 -0.07409219 -0.526751   -1.5525781   0.0980009
 -0.20602733 -0.71420276]"
1734,"[ 0.07783449 -0.10732287 -0.0266562   0.17573677 -0.01606907 -0.04115291
 -0.16930649  0.01053954]","[ 1.1910932  -0.9904462   0.12758288  1.4068406  -0.41388476 -0.0294209
 -1.7856736   0.49390933]","[-0.31310272 -0.1736033  -0.07409216 -0.5267509  -1.5525781   0.0980009
 -0.20602733 -0.7142027 ]"
1735,"[ 0.07783443 -0.10732295 -0.02665616  0.1757368  -0.01606909 -0.04115295
 -0.16930647  0.01053954]","[ 1.191093   -0.99044704  0.1275834   1.4068407  -0.41388482 -0.02942117
 -1.7856735   0.4939094 ]","[-0.31310272 -0.1736033  -0.07409216 -0.5267509  -1.5525781   0.0980009
 -0.20602733 -0.71420276]"
1736,"[ 0.07783441 -0.10732283 -0.02665605  0.1757367  -0.01606918 -0.04115294
 -0.1693063   0.0105397 ]","[ 1.191093   -0.99044704  0.12758423  1.4068401  -0.413886   -0.02942174
 -1.7856731   0.4939111 ]","[-0.3131027  -0.1736033  -0.07409216 -0.52675104 -1.5525782   0.09800082
 -0.20602736 -0.71420276]"
1737,"[ 0.07783444 -0.10732228 -0.0266558   0.17573628 -0.01606937 -0.04115289
 -0.16930571  0.01054025]","[ 1.191094   -0.9904455   0.1275852   1.406837   -0.41388905 -0.02942451
 -1.7856733   0.49391624]","[-0.31310272 -0.17360339 -0.07409216 -0.52675104 -1.5525781   0.09800074
 -0.20602736 -0.71420276]"
1738,"[ 0.07783432 -0.10732313 -0.02665604  0.17573683 -0.01606913 -0.04115307
 -0.16930644  0.01053957]","[ 1.1910923  -0.99044824  0.12758489  1.4068408  -0.4138848  -0.02942165
 -1.7856728   0.49390984]","[-0.3131027  -0.17360333 -0.07409219 -0.526751   -1.5525781   0.0980009
 -0.20602733 -0.71420276]"
1739,"[ 0.07783445 -0.10732294 -0.02665616  0.17573677 -0.01606905 -0.04115298
 -0.16930646  0.01053956]","[ 1.191093   -0.9904469   0.12758341  1.4068404  -0.41388452 -0.02942139
 -1.7856735   0.4939097 ]","[-0.31310272 -0.1736033  -0.07409216 -0.5267509  -1.5525781   0.0980009
 -0.20602733 -0.7142027 ]"
1740,"[ 0.07783386 -0.10732329 -0.02665548  0.17573677 -0.01606969 -0.04115316
 -0.16930592  0.01053991]","[ 1.19109    -0.9904514   0.12759037  1.4068406  -0.41388983 -0.02942314
 -1.7856698   0.49391347]","[-0.3131026  -0.17360348 -0.07409231 -0.526751   -1.5525782   0.09800071
 -0.20602733 -0.7142029 ]"
1741,"[ 0.0778343  -0.10732292 -0.02665602  0.17573678 -0.01606929 -0.04115287
 -0.16930634  0.0105396 ]","[ 1.1910923  -0.99044746  0.12758458  1.4068408  -0.41388676 -0.02942089
 -1.7856727   0.49391028]","[-0.31310272 -0.1736033  -0.07409219 -0.5267509  -1.5525781   0.09800088
 -0.20602733 -0.71420276]"
1742,"[ 0.07783277 -0.10732305 -0.02665385  0.17573619 -0.01607135 -0.04115316
 -0.16930412  0.01054124]","[ 1.191086   -0.9904574   0.12760487  1.4068375  -0.4139061  -0.02942852
 -1.7856632   0.49392697]","[-0.3131024  -0.17360383 -0.07409252 -0.526751   -1.5525783   0.09800017
 -0.2060273  -0.71420306]"
1743,"[ 0.07783348 -0.10732337 -0.026655    0.17573668 -0.0160702  -0.04115316
 -0.16930547  0.0105402 ]","[ 1.1910884  -0.9904537   0.12759502  1.4068403  -0.41389444 -0.02942419
 -1.7856679   0.49391657]","[-0.31310254 -0.1736036  -0.07409234 -0.526751   -1.5525782   0.09800048
 -0.20602731 -0.714203  ]"
1744,"[ 0.07783615 -0.10726796 -0.02664556  0.17571434 -0.0160995  -0.04111837
 -0.16927035  0.0105633 ]","[ 1.1911446  -0.99022174  0.12755917  1.4067361  -0.4142871  -0.02940333
 -1.785686    0.49415866]","[-0.3131062  -0.17360473 -0.07409151 -0.52674913 -1.5525794   0.0979972
 -0.20602548 -0.71420246]"
1745,"[ 0.07783122 -0.10732051 -0.02665199  0.17573558 -0.01607552 -0.04115006
 -0.1693013   0.0105423 ]","[ 1.1910793  -0.9904513   0.12761636  1.4068391  -0.4139502  -0.02941929
 -1.7856551   0.49394152]","[-0.31310257 -0.17360404 -0.07409264 -0.5267507  -1.5525784   0.09799966
 -0.2060271  -0.7142034 ]"
1746,"[ 0.0778134  -0.1073483  -0.02663031  0.175737   -0.0160825  -0.04117462
 -0.16929053  0.01055416]","[ 1.1909935  -0.99068576  0.1278774   1.4068245  -0.4139626  -0.02955744
 -1.7855394   0.49404985]","[-0.31309554 -0.17360982 -0.07409792 -0.5267528  -1.5525804   0.09799247
 -0.20602767 -0.7142074 ]"
1747,"[ 0.07782481 -0.10733469 -0.026644    0.17573652 -0.01607493 -0.04116363
 -0.16929877  0.01054688]","[ 1.1910484  -0.99055904  0.12772131  1.4068295  -0.41391766 -0.02949001
 -1.7856117   0.49397922]","[-0.31309927 -0.17360643 -0.07409488 -0.52675194 -1.5525792   0.09799691
 -0.20602754 -0.71420485]"
1748,"[ 0.07781874 -0.10734382 -0.0266367   0.17573702 -0.0160776  -0.04117148
 -0.16929509  0.01055077]","[ 1.1910192  -0.99063665  0.12780875  1.4068255  -0.41392514 -0.02953401
 -1.7855726   0.4940152 ]","[-0.31309697 -0.17360836 -0.07409661 -0.52675265 -1.5525798   0.09799454
 -0.20602767 -0.7142062 ]"
1749,"[ 0.07783151 -0.10732434 -0.02665243  0.17573632 -0.01607241 -0.04115396
 -0.16930327  0.01054185]","[ 1.1910797  -0.99046946  0.12762076  1.4068379  -0.41391343 -0.02943334
 -1.7856557   0.4939336 ]","[-0.31310207 -0.17360413 -0.07409276 -0.52675104 -1.5525784   0.09799972
 -0.20602733 -0.71420336]"
1750,"[ 0.07783501 -0.10732198 -0.02665651  0.17573635 -0.01606873 -0.0411527
 -0.16930631  0.01053983]","[ 1.1910964  -0.9904411   0.12757803  1.4068375  -0.41388354 -0.02942224
 -1.7856766   0.49391168]","[-0.31310284 -0.17360324 -0.07409199 -0.526751   -1.552578    0.09800094
 -0.20602734 -0.7142026 ]"
1751,"[ 0.07783424 -0.10732307 -0.02665595  0.1757368  -0.01606929 -0.041153
 -0.16930631  0.01053964]","[ 1.191092   -0.99044853  0.1275856   1.4068407  -0.4138865  -0.0294215
 -1.7856723   0.49391064]","[-0.31310263 -0.17360333 -0.07409219 -0.526751   -1.5525781   0.09800084
 -0.20602733 -0.7142027 ]"
1752,"[ 0.07813532 -0.1068662  -0.02694955  0.17563382 -0.01590658 -0.04087999
 -0.16939493  0.01047717]","[ 1.1927465  -0.98698854  0.12387274  1.4063127  -0.41329518 -0.02837259
 -1.7875031   0.49322745]","[-0.3103333  -0.17596525 -0.0764109  -0.52714515 -1.5533407   0.09513564
 -0.20610295 -0.7163355 ]"
1753,"[ 0.07803016 -0.10694823 -0.02680508  0.17561096 -0.01599814 -0.04096834
 -0.16927771  0.01057977]","[ 1.1923008  -0.9880368   0.12538414  1.4060987  -0.41401452 -0.02912314
 -1.7868307   0.49422133]","[-0.31028625 -0.17601255 -0.07645027 -0.5271572  -1.553357    0.09507285
 -0.20610346 -0.7163662 ]"
1754,"[ 0.07804091 -0.10695547 -0.02682733  0.1756241  -0.01598132 -0.04096243
 -0.16930577  0.01055484]","[ 1.1923226  -0.9879679   0.12519537  1.4061912  -0.4138342  -0.02898543
 -1.7869046   0.49398315]","[-0.3102921  -0.17600527 -0.07644521 -0.5271551  -1.5533543   0.09508336
 -0.2061036  -0.7163629 ]"
1755,"[ 0.07807242 -0.10691344 -0.02685504  0.17561084 -0.01595866 -0.04094525
 -0.16931316  0.01055396]","[ 1.192504   -0.9876548   0.12484746  1.406101   -0.41371086 -0.02895117
 -1.7870892   0.49395403]","[-0.3103007  -0.1759972  -0.07643683 -0.5271556  -1.5533514   0.09509311
 -0.20610416 -0.71635395]"
1756,"[ 0.0781447  -0.10685907 -0.02696268  0.17563616 -0.01589841 -0.04087189
 -0.16940579  0.01046755]","[ 1.1927855  -0.9868945   0.12373617  1.406334   -0.4132302  -0.02830228
 -1.787563    0.49313456]","[-0.3103377  -0.1759609  -0.07640739 -0.5271441  -1.5533391   0.09514149
 -0.20610279 -0.71633273]"
1757,"[ 0.07814496 -0.10685863 -0.02696296  0.17563608 -0.0158983  -0.04087159
 -0.16940588  0.01046747]","[ 1.1927867  -0.9868911   0.1237327   1.4063338  -0.41323012 -0.02830108
 -1.7875649   0.4931338 ]","[-0.31033778 -0.17596081 -0.0764073  -0.52714396 -1.5533391   0.0951416
 -0.20610282 -0.7163326 ]"
1758,"[ 0.0781446  -0.10685919 -0.02696257  0.17563619 -0.01589846 -0.04087198
 -0.16940573  0.01046761]","[ 1.1927849  -0.98689574  0.12373748  1.4063344  -0.4132305  -0.02830297
 -1.7875628   0.4931353 ]","[-0.31033757 -0.17596093 -0.07640745 -0.5271441  -1.5533391   0.09514143
 -0.20610279 -0.71633273]"
1759,"[ 0.07814457 -0.1068593  -0.02696253  0.17563617 -0.01589843 -0.04087209
 -0.16940573  0.01046762]","[ 1.1927848  -0.98689634  0.12373809  1.406334   -0.41323003 -0.02830343
 -1.7875625   0.4931354 ]","[-0.31033757 -0.17596099 -0.07640739 -0.52714396 -1.5533391   0.09514139
 -0.20610283 -0.71633273]"
1760,"[ 0.07814464 -0.10685895 -0.0269626   0.17563614 -0.0158986  -0.04087175
 -0.16940565  0.0104676 ]","[ 1.1927851  -0.98689413  0.12373655  1.4063343  -0.4132324  -0.02830207
 -1.7875627   0.49313527]","[-0.31033772 -0.1759609  -0.07640742 -0.5271441  -1.5533391   0.09514146
 -0.20610277 -0.71633273]"
1761,"[ 0.07814488 -0.10685883 -0.02696291  0.17563616 -0.0158983  -0.04087169
 -0.16940589  0.01046743]","[ 1.1927863  -0.9868922   0.12373351  1.4063342  -0.41322973 -0.02830129
 -1.7875643   0.4931335 ]","[-0.31033775 -0.17596081 -0.0764073  -0.52714396 -1.5533391   0.09514154
 -0.20610282 -0.7163326 ]"
1762,"[ 0.07814518 -0.10685834 -0.02696312  0.17563596 -0.01589814 -0.0408715
 -0.16940588  0.0104675 ]","[ 1.1927881  -0.9868891   0.12373043  1.406333   -0.4132293  -0.02830118
 -1.7875661   0.49313396]","[-0.31033787 -0.17596081 -0.07640721 -0.52714396 -1.553339    0.09514165
 -0.20610282 -0.7163325 ]"
1763,"[ 0.07814433 -0.10685873 -0.02696221  0.17563604 -0.0158992  -0.04087148
 -0.16940516  0.01046786]","[ 1.192784   -0.98689485  0.12373968  1.4063343  -0.41323847 -0.02830181
 -1.7875609   0.49313828]","[-0.31033763 -0.17596105 -0.07640748 -0.52714396 -1.5533392   0.09514125
 -0.20610279 -0.71633285]"
1764,"[ 0.07814539 -0.10685769 -0.02696322  0.17563573 -0.0158982  -0.04087116
 -0.16940567  0.01046769]","[ 1.1927898  -0.9868857   0.12372813  1.4063317  -0.4132313  -0.02830097
 -1.7875671   0.49313575]","[-0.3103379  -0.17596075 -0.07640721 -0.527144   -1.5533391   0.09514166
 -0.20610277 -0.7163325 ]"
1765,"[ 0.07814489 -0.10685881 -0.02696292  0.17563616 -0.0158983  -0.04087168
 -0.16940589  0.01046742]","[ 1.1927863  -0.9868921   0.12373345  1.4063342  -0.41322976 -0.02830121
 -1.7875643   0.4931335 ]","[-0.31033778 -0.17596081 -0.0764073  -0.52714396 -1.5533391   0.09514154
 -0.20610282 -0.7163326 ]"
1766,"[ 0.07814472 -0.1068587  -0.02696269  0.17563607 -0.01589863 -0.04087157
 -0.16940562  0.0104676 ]","[ 1.1927859  -0.9868925   0.12373529  1.406334   -0.41323298 -0.02830136
 -1.7875633   0.4931353 ]","[-0.31033775 -0.1759609  -0.07640736 -0.52714396 -1.5533391   0.09514152
 -0.20610276 -0.71633273]"
1767,"[ 0.078145   -0.10685866 -0.026963    0.1756361  -0.01589824 -0.04087162
 -0.16940592  0.01046744]","[ 1.1927869  -0.9868911   0.12373241  1.4063339  -0.4132295  -0.02830107
 -1.7875649   0.49313346]","[-0.31033778 -0.17596081 -0.0764073  -0.52714396 -1.5533391   0.0951416
 -0.20610282 -0.7163326 ]"
1768,"[ 0.07814483 -0.10685893 -0.02696282  0.17563613 -0.01589832 -0.0408718
 -0.16940583  0.01046751]","[ 1.1927862  -0.9868934   0.1237346   1.406334   -0.41322964 -0.02830184
 -1.7875637   0.4931341 ]","[-0.31033775 -0.17596081 -0.0764073  -0.527144   -1.553339    0.09514152
 -0.20610282 -0.7163326 ]"
1769,"[ 0.0781346  -0.10686471 -0.02694849  0.17563328 -0.01590866 -0.04087857
 -0.16939323  0.01047802]","[ 1.192744   -0.986985    0.12387908  1.4063118  -0.4133177  -0.02837029
 -1.7874988   0.4932375 ]","[-0.31033343 -0.17596546 -0.07641099 -0.527145   -1.5533407   0.09513529
 -0.20610277 -0.7163356 ]"
1770,"[ 0.07814497 -0.10685866 -0.02696298  0.17563608 -0.01589828 -0.04087161
 -0.16940588  0.01046746]","[ 1.1927868  -0.9868912   0.12373258  1.4063338  -0.4132299  -0.0283011
 -1.7875648   0.49313378]","[-0.31033778 -0.17596081 -0.0764073  -0.52714396 -1.5533391   0.09514159
 -0.20610282 -0.7163326 ]"
1771,"[ 0.07814483 -0.10685885 -0.02696285  0.17563614 -0.01589836 -0.04087169
 -0.16940583  0.01046746]","[ 1.1927861  -0.98689276  0.12373411  1.4063342  -0.41323027 -0.02830131
 -1.7875637   0.4931339 ]","[-0.31033778 -0.17596081 -0.0764073  -0.52714396 -1.5533391   0.09514153
 -0.20610282 -0.7163326 ]"
1772,"[ 0.07814445 -0.10685883 -0.02696236  0.17563608 -0.01589896 -0.04087161
 -0.16940537  0.01046776]","[ 1.1927844  -0.9868946   0.12373862  1.4063342  -0.41323584 -0.02830201
 -1.7875617   0.49313712]","[-0.31033763 -0.17596099 -0.07640745 -0.52714396 -1.5533392   0.09514137
 -0.20610277 -0.7163328 ]"
1773,"[ 0.07813965 -0.10685582 -0.02695252  0.17563035 -0.01590633 -0.04087435
 -0.16939302  0.01047874]","[ 1.1927744  -0.98692596  0.12382247  1.406294   -0.4133147  -0.02836326
 -1.7875289   0.49324208]","[-0.310335   -0.1759642  -0.07640968 -0.52714497 -1.5533404   0.0951367
 -0.20610274 -0.7163342 ]"
1774,"[ 0.07814483 -0.10685874 -0.02696279  0.17563605 -0.01589841 -0.04087169
 -0.16940571  0.0104676 ]","[ 1.1927865  -0.98689246  0.12373452  1.4063336  -0.41323096 -0.028302
 -1.7875639   0.49313524]","[-0.31033778 -0.17596084 -0.0764073  -0.52714396 -1.553339    0.09514152
 -0.2061028  -0.7163326 ]"
1775,"[ 0.07813646 -0.10686433 -0.02695073  0.17563349 -0.01590609 -0.04087872
 -0.16939527  0.01047682]","[ 1.1927526  -0.9869743   0.12385783  1.4063114  -0.41329432 -0.02836717
 -1.78751     0.49322408]","[-0.31033388 -0.1759648  -0.07641055 -0.527145   -1.5533404   0.09513614
 -0.20610292 -0.71633506]"
1776,"[ 0.07814148 -0.10685989 -0.0269584   0.17563535 -0.01590248 -0.04087258
 -0.16940172  0.01047046]","[ 1.1927717  -0.9869167   0.12377733  1.4063299  -0.41326737 -0.02831588
 -1.7875434   0.49316466]","[-0.31033665 -0.17596224 -0.07640843 -0.5271441  -1.5533397   0.0951397
 -0.20610267 -0.7163337 ]"
1777,"[ 0.07814488 -0.10685883 -0.02696291  0.17563616 -0.0158983  -0.04087169
 -0.16940589  0.01046743]","[ 1.1927863  -0.9868922   0.12373351  1.4063342  -0.41322973 -0.02830129
 -1.7875643   0.4931335 ]","[-0.31033778 -0.17596081 -0.0764073  -0.52714396 -1.5533391   0.09514157
 -0.20610282 -0.7163326 ]"
1778,"[ 0.07823549 -0.10729678 -0.02741837  0.17610289 -0.01561934 -0.04074328
 -0.17014456  0.00974324]","[ 1.1921421  -0.9867132   0.12051642  1.4097022  -0.40946734 -0.0242061
 -1.7884183   0.48644426]","[-0.30631974 -0.18081006 -0.07952912 -0.529224   -1.5551095   0.08804721
 -0.20619145 -0.71775115]"
1779,"[ 0.07826073 -0.10726861 -0.02743538  0.17608738 -0.01559469 -0.04074446
 -0.17014563  0.00975234]","[ 1.1923013  -0.9865232   0.12029819  1.4095732  -0.40930197 -0.02428967
 -1.7885557   0.48649812]","[-0.30632293 -0.18080547 -0.07952358 -0.52922803 -1.5551074   0.08805241
 -0.20619333 -0.71774274]"
1780,"[ 0.07849178 -0.10687226 -0.02759746  0.17593074 -0.01547091 -0.04059977
 -0.17011113  0.00982571]","[ 1.1937563  -0.9840033   0.11793179  1.4085251  -0.4089982  -0.02436811
 -1.7898782   0.48703483]","[-0.3063915  -0.18075013 -0.0794573  -0.52923846 -1.5550894   0.08811201
 -0.20619631 -0.71766526]"
1781,"[ 0.07820893 -0.10734701 -0.02738356  0.17610371 -0.01562227 -0.04079324
 -0.1701287   0.00976542]","[ 1.192021   -0.9871249   0.12094748  1.4096522  -0.40940177 -0.0244888
 -1.788241    0.48663592]","[-0.30629933 -0.18082544 -0.07954304 -0.5292317  -1.5551138   0.08802816
 -0.20619415 -0.7177603 ]"
1782,"[ 0.07831404 -0.10716906 -0.02750267  0.1760831  -0.01558656 -0.04065014
 -0.17017445  0.00971272]","[ 1.1925514  -0.9857191   0.11945936  1.4096458  -0.4094123  -0.02377176
 -1.7889066   0.48615327]","[-0.30636165 -0.18077612 -0.07949661 -0.5292139  -1.5550992   0.08808866
 -0.20618853 -0.7177243 ]"
1783,"[ 0.07814198 -0.10743515 -0.02729082  0.17609414 -0.01565467 -0.04088789
 -0.17006741  0.00983143]","[ 1.1917355  -0.98798674  0.12199453  1.4094933  -0.40954843 -0.02512461
 -1.7878029   0.4872394 ]","[-0.3062543  -0.180864   -0.07957633 -0.5292473  -1.5551257   0.08797832
 -0.20619805 -0.7177835 ]"
1784,"[ 0.0782548  -0.10720009 -0.02739186  0.17603548 -0.01563463 -0.04073541
 -0.170064    0.00982632]","[ 1.1923882  -0.98640394  0.12054587  1.4092319  -0.40983868 -0.02462063
 -1.7884982   0.48719573]","[-0.30631343 -0.18082237 -0.07953219 -0.5292342  -1.5551145   0.08802579
 -0.20619208 -0.7177453 ]"
1785,"[ 0.07831804 -0.10714511 -0.02750207  0.17607397 -0.01559493 -0.04063579
 -0.17016281  0.00972071]","[ 1.1925884  -0.98560447  0.11941162  1.4096013  -0.409541   -0.02375857
 -1.7889318   0.4862348 ]","[-0.30636477 -0.18077576 -0.07949512 -0.52921283 -1.5550997   0.08808807
 -0.20618753 -0.7177231 ]"
1786,"[ 0.07831765 -0.10724773 -0.02752675  0.17611778 -0.01553469 -0.0406984
 -0.17023498  0.00967169]","[ 1.1925007  -0.98600394  0.11941323  1.4098091  -0.40875927 -0.02376569
 -1.7889228   0.4857286 ]","[-0.30635637 -0.18076977 -0.07949574 -0.5292178  -1.555095    0.08810124
 -0.2061931  -0.7177229 ]"
1787,"[ 0.07832601 -0.10724597 -0.02754283  0.1761254  -0.01552629 -0.0406883
 -0.1702521   0.00965479]","[ 1.192522   -0.9859186   0.11926171  1.409871   -0.40867865 -0.02364946
 -1.7889794   0.48557174]","[-0.30636287 -0.18076319 -0.07949077 -0.52921516 -1.5550926   0.08811027
 -0.20619278 -0.71771985]"
1788,"[ 0.07831664 -0.10725212 -0.02752825  0.17612134 -0.01553443 -0.04069791
 -0.17023908  0.00966715]","[ 1.1924875  -0.98601574  0.11940924  1.4098351  -0.4087461  -0.02373931
 -1.788919    0.4856883 ]","[-0.3063569  -0.18076903 -0.0794955  -0.52921706 -1.5550946   0.08810248
 -0.20619297 -0.7177232 ]"
